ProgramName|ageLimit|ProgramDescription|programCategory|timeStart|timeEnd|duration|Date
Pianobus Tomka Stroynowskiego|0|Muzyczno-podróżnicza audycja edukacyjna, której gospodarz - pianista i kompozytor Tomasz Stroynowski - prezentuje ciekawostki z poszczególnych regionów Polski.|Program edukacyjny|3:35|4:35|28|2016-07-03
Antenowe remanenty|0||0|4:35|4:55|0|2016-07-03
Szwoleżerowie|12||0|4:55|5:35|0|2016-07-03
Czytanie Puszczy|12|Bohaterem jest Todar - Zmicier Wajciuszkiewicz, jeden z artystów Białorusi; artysta zakazany w swoim kraju za związki z opozycją. Występował na koncertach dla ratowania Puszczy Białowieskiej.|Program krajoznawczy|5:35|0|23|2016-07-03
Sto tysięcy bocianów|0||0|6:00|6:30|0|2016-07-07
Plebania|12|Karolina buntuje się przeciwko ojcu. Rano przychodzi do niej Julka. Chce poznać nowego chłopaka przyjaciółki. Ta nie zgadza się na obecność Julki. Do Tulczyna przyjeżdża matka ks. Jacka.|Telenowela|6:30|7:00|22|2016-07-07
Krakowska panorama kultury|0||0|7:00|0|0|2016-07-07
Prosto z lasu|0|Program poświęcony szeroko pojętej idei ochrony środowiska ze szczególnym uwzględnieniem roli Państwowego Gospodarstwa Leśnego Lasy Państwowe.|Program edukacyjny|7:25|7:38|13|2016-07-07
Podpowiedzi w plenerze|12||0|7:38|7:57|0|2016-07-07
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|7:57|7:59|2|2016-07-07
Telezakupy|12|Magazyn reklamowy prezentujący artykuły gospodarstwa domowego, urządzenia do poprawy kondycji i zdrowia. Po zapoznaniu się z ofertą widzowie mogą telefonicznie zamówić wybrane towary.|Program reklamowy|7:59|8:15|15|2016-07-07
Co niesie dzień|0|Autorzy programu prezentują najaktualniejsze i najciekawsze informacje ze wszystkich regionów kraju oraz zapowiedzi najważniejszych wydarzeń, które odbędą się w ciągu dnia.|Magazyn|8:15|8:45|21|2016-07-07
Telekurier|12|Program zgłębia tematy niechętnie ujawniane, takie jak korupcja, łamanie prawa, przyzwolenie na przemoc. Promuje pozytywne postawy ludzkie - walkę z patologią oraz pomoc drugiemu człowiekowi.|Cykl reportaży|8:45|9:10|23|2016-07-07
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|9:10|9:15|2|2016-07-07
Przygody ekokonsumenta|7||0|9:15|9:35|0|2016-07-07
Czarny serial|12||0|9:35|10:05|0|2016-07-07
Co niesie dzień|0|Autorzy programu prezentują najaktualniejsze i najciekawsze informacje ze wszystkich regionów kraju oraz zapowiedzi najważniejszych wydarzeń, które odbędą się w ciągu dnia.|Magazyn|10:05|10:35|21|2016-07-07
Psi psycholog|0|Twórcy dokumentu odwiedzają miejsca, gdzie doszło do najtrudniejszych przypadków psiej i kociej niesubordynacji. Program przedstawia, jak prawidłowo postępować z czworonożnymi ulubieńcami.|Telenowela dokumentalna|10:35|11:00|25|2016-07-07
Ekokonsument|0||0|11:00|11:05|0|2016-07-07
Przechodzień codzienny|7||0|11:05|11:15|0|2016-07-07
Fundusze europejskie - jak to działa?|0||0|11:15|11:30|0|2016-07-07
Agroszansa|7|Autorzy programu na przykładach różnego typu gospodarstw pokazują jak można je zmodernizować, wyspecjalizować oraz ukierunkować, by miały lepsze perspektywy i osiągnęły sukces.|Magazyn informacyjny|11:30|11:45|9|2016-07-07
Kultowe rozmowy|12|Gośćmi programu są niezwykle wartościowi ludzie, których myśli i refleksje warte są upublicznienia. Których przeżycia warto poznać.|Rozmowa|11:45|12:15|23|2016-07-07
Okazja|12|Kasia ma randkę z adwokatem. Staszek nie posiada się z zazdrości. Kasia prosi, by wspólnie poćwiczyli zasady zachowania podczas randki. Ćwiczenia coraz bardziej zaczynają przypominać flirtowanie.|Serial komediowy|12:15|12:45|24|2016-07-07
Antenowe remanenty|0||0|12:45|13:00|0|2016-07-07
Telezakupy|12|Magazyn reklamowy prezentujący artykuły gospodarstwa domowego, urządzenia do poprawy kondycji i zdrowia. Po zapoznaniu się z ofertą widzowie mogą telefonicznie zamówić wybrane towary.|Program reklamowy|13:00|13:25|15|2016-07-07
Dziennik regionów|0||0|13:25|13:28|0|2016-07-07
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|13:28|13:30|2|2016-07-07
Agrobiznes|0|Dziennik informacyjny przeznaczony głównie dla biznesmenów pracujących w otoczeniu rolnictwa, rolników, handlowców, ale także dla mieszkańców miast.|Magazyn rolniczy|13:30|13:55|19|2016-07-07
Plebania|12|Grzybowa jest oburzona, że w gospodzie mieszka samotny ojciec z dzieckiem. Informuje o tym proboszcza. Gdy Majka dowiaduje się, że jej ojciec walczył o Krystynę, jest na nią zła.|Telenowela|13:55|14:25|22|2016-07-07
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|14:25|14:29|2|2016-07-07
Dziennik regionów|0||0|14:29|14:35|0|2016-07-07
Drawieński Park Narodowy|0|Drawieński Park Narodowy leży w środkowo-zachodniej Polsce na Równinie Drawskiej, na pograniczu województw zachodniopomorskiego, lubuskiego i wielkopolskiego.|Film dokumentalny|14:35|15:30|45|2016-07-07
Antenowe remanenty|0||0|15:30|15:45|0|2016-07-07
Dziennik regionów|0||0|15:45|15:55|0|2016-07-07
Reportaż|0||0|15:55|16:10|0|2016-07-07
Telezakupy|12|Magazyn reklamowy prezentujący artykuły gospodarstwa domowego, urządzenia do poprawy kondycji i zdrowia. Po zapoznaniu się z ofertą widzowie mogą telefonicznie zamówić wybrane towary.|Program reklamowy|16:10|16:25|15|2016-07-07
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|16:25|16:30|2|2016-07-07
Sto tysięcy bocianów|0||0|16:30|17:00|0|2016-07-07
Szlakiem podkarpackiej przyrody|0||0|17:00|17:10|0|2016-07-07
Turystyczna jazda|12||0|17:10|17:20|0|2016-07-07
Przechodzień codzienny|7||0|17:20|17:25|0|2016-07-07
Dziennik regionów|0||0|17:25|17:30|0|2016-07-07
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|17:30|17:35|2|2016-07-07
Wypad w plener|0||0|17:35|17:45|0|2016-07-07
Dobre bo polskie|0||0|17:45|17:55|0|2016-07-07
ŚDM - wiadomości|0||0|17:55|18:05|0|2016-07-07
Pod Tatrami|0|Program prezentujący walory turystyczne, przyrodnicze i kulturę Podhala.|Magazyn turystyczny|18:05|18:15|8|2016-07-07
Odkryj Małopolskę na rowerze|0||0|18:15|18:30|0|2016-07-07
Kronika|0||0|18:30|18:50|0|2016-07-07
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|18:50|18:52|2|2016-07-07
Tematy dnia|0|Prowadzący program Sławomir Mokrzycki, Magdalena Drohomirecka i Marcin Pulit wraz z zaproszonymi do studia gośćmi komentują najważniejsze i najciekawsze tematy dnia.|Program publicystyczny|18:52|19:05|10|2016-07-07
Na rynku pracy|12||0|19:05|19:15|0|2016-07-07
Telewizja ŚDM przedstawia|0||0|19:15|19:25|0|2016-07-07
Parafia z sercem|0||0|19:25|19:45|0|2016-07-07
Małopolski Szlak Kulinarny|0||0|19:45|19:54|0|2016-07-07
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|19:54|19:55|2|2016-07-07
Raport pogodowy|0||0|19:55|20:00|0|2016-07-07
Region. Ludzie, sprawy, opinie|0||0|20:00|20:25|0|2016-07-07
Telezakupy|12|Magazyn reklamowy prezentujący artykuły gospodarstwa domowego, urządzenia do poprawy kondycji i zdrowia. Po zapoznaniu się z ofertą widzowie mogą telefonicznie zamówić wybrane towary.|Program reklamowy|20:25|20:55|15|2016-07-07
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|20:55|20:57|2|2016-07-07
Raport pogodowy|0||0|20:57|21:00|0|2016-07-07
Kundel bury i kocury|0|Program pokazuje miejsca, w których zwierzęta żyją szczęśliwie, przedstawia ludzi, którzy im pomagają. W studiu pojawiają się porzucone psy i koty, które czekają na nowych właścicieli.|Magazyn|21:00|21:15|20|2016-07-07
Podróże z góralem|0||0|21:15|21:30|0|2016-07-07
Magazyn medyczny|12||0|21:30|21:45|0|2016-07-07
Kronika|0||0|21:45|22:00|0|2016-07-07
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|22:00|22:02|2|2016-07-07
Turystyczna jazda|12||0|22:02|22:15|0|2016-07-07
Dziennik regionów|0||0|22:15|22:40|0|2016-07-07
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|22:40|22:45|2|2016-07-07
Echa dnia|12||0|22:45|23:10|0|2016-07-07
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|23:10|23:15|2|2016-07-07
Telekurier|12|Program zgłębia tematy niechętnie ujawniane, takie jak korupcja, łamanie prawa, przyzwolenie na przemoc. Promuje pozytywne postawy ludzkie - walkę z patologią oraz pomoc drugiemu człowiekowi.|Cykl reportaży|23:15|23:45|23|2016-07-07
Św. Stanisław Papczyński - Dar godnego życia|12||0|23:45|0:55|0|2016-07-07
Czarny serial|12||0|0:55|1:25|0|2016-07-07
Kultowe rozmowy|12|Gośćmi programu są niezwykle wartościowi ludzie, których myśli i refleksje warte są upublicznienia. Których przeżycia warto poznać.|Rozmowa|1:25|2:00|23|2016-07-07
Dziennik regionów|0||0|2:00|2:20|0|2016-07-07
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|2:20|2:25|2|2016-07-07
Echa dnia|12||0|2:25|2:45|0|2016-07-07
Dziennik regionów|0||0|2:00|2:20|0|2016-07-06
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|2:20|2:25|2|2016-07-06
Echa dnia|12||0|2:25|2:45|0|2016-07-06
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|2:45|2:55|2|2016-07-06
Telekurier|12|Program zgłębia tematy niechętnie ujawniane, takie jak korupcja, łamanie prawa, przyzwolenie na przemoc. Promuje pozytywne postawy ludzkie - walkę z patologią oraz pomoc drugiemu człowiekowi.|Cykl reportaży|2:55|3:25|23|2016-07-06
Naszym okiem|12||0|3:25|4:40|0|2016-07-06
Psi psycholog|0|Twórcy dokumentu odwiedzają miejsca, gdzie doszło do najtrudniejszych przypadków psiej i kociej niesubordynacji. Program przedstawia, jak prawidłowo postępować z czworonożnymi ulubieńcami.|Telenowela dokumentalna|4:40|5:10|25|2016-07-06
Przechodzień codzienny|7||0|5:10|5:20|0|2016-07-06
Okazja|12|Działalność parlamentarna Wieśka skutkuje otrzymywaniem przez niego licznych propozycji korupcyjnych. Będąc uczciwym człowiekiem, polityk wszystkie odrzuca.|Serial komediowy|5:20|0|24|2016-07-06
Sto tysięcy bocianów|0||0|6:00|6:30|0|2016-07-05
Plebania|12|Krystyna żałuje, że umówiła się z wójtem. Zrobiła to na złość Markowi. Wójt przynosi jej kwiaty, oczekując od niej więcej niż tylko spotkania biznesowego. Kobieta próbuje się wykręcić.|Telenowela|6:30|7:00|22|2016-07-05
1200 muzeów|0||0|7:00|0|0|2016-07-05
Śladami historii|12||0|7:25|7:57|0|2016-07-05
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|7:57|7:58|2|2016-07-05
Telezakupy|12|Magazyn reklamowy prezentujący artykuły gospodarstwa domowego, urządzenia do poprawy kondycji i zdrowia. Po zapoznaniu się z ofertą widzowie mogą telefonicznie zamówić wybrane towary.|Program reklamowy|7:58|8:15|15|2016-07-05
Co niesie dzień|0|Autorzy programu prezentują najaktualniejsze i najciekawsze informacje ze wszystkich regionów kraju oraz zapowiedzi najważniejszych wydarzeń, które odbędą się w ciągu dnia.|Magazyn|8:15|8:45|21|2016-07-05
Telekurier|12|Program zgłębia tematy niechętnie ujawniane, takie jak korupcja, łamanie prawa, przyzwolenie na przemoc. Promuje pozytywne postawy ludzkie - walkę z patologią oraz pomoc drugiemu człowiekowi.|Cykl reportaży|8:45|9:10|23|2016-07-05
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|9:10|9:15|2|2016-07-05
Europa z bliska|12||0|9:15|9:35|0|2016-07-05
Książki pod specjalnym nadzorem|7||0|9:35|10:05|0|2016-07-05
Co niesie dzień|0|Autorzy programu prezentują najaktualniejsze i najciekawsze informacje ze wszystkich regionów kraju oraz zapowiedzi najważniejszych wydarzeń, które odbędą się w ciągu dnia.|Magazyn|10:05|10:35|21|2016-07-05
Psi psycholog|0|Twórcy dokumentu odwiedzają miejsca, gdzie doszło do najtrudniejszych przypadków psiej i kociej niesubordynacji. Program przedstawia, jak prawidłowo postępować z czworonożnymi ulubieńcami.|Telenowela dokumentalna|10:35|11:05|25|2016-07-05
Przechodzień codzienny|7||0|11:05|11:15|0|2016-07-05
Jak to działa?|0|Radosław Brzózka opowie o zwierzętach pracujących, m.in. o koniach kaskaderskich, sowie aktorce, pożytecznych owadach i kocich terapeutach. W odcinku pojawi się bohater serialu "Komisarz Alex".|Program popularnonaukowy|11:15|11:45|22|2016-07-05
Kultowe rozmowy|12|Gośćmi programu są niezwykle wartościowi ludzie, których myśli i refleksje warte są upublicznienia. Których przeżycia warto poznać.|Rozmowa|11:45|12:15|23|2016-07-05
Okazja|12|Wiesiek kończy pięćdziesiąt lat. Współlokatorzy postanawiają upiec z tej okazji tort. Wiesiek nie może z nimi świętować rocznicy, ponieważ właśnie uczy się na pamięć bardzo ważnej mowy.|Serial komediowy|12:15|12:50|24|2016-07-05
Naturalnie tak|0||0|12:50|13:00|0|2016-07-05
Telezakupy|12|Magazyn reklamowy prezentujący artykuły gospodarstwa domowego, urządzenia do poprawy kondycji i zdrowia. Po zapoznaniu się z ofertą widzowie mogą telefonicznie zamówić wybrane towary.|Program reklamowy|13:00|13:20|15|2016-07-05
Dziennik regionów|0||0|13:20|13:25|0|2016-07-05
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|13:25|13:30|2|2016-07-05
Agrobiznes|0|Dziennik informacyjny przeznaczony głównie dla biznesmenów pracujących w otoczeniu rolnictwa, rolników, handlowców, ale także dla mieszkańców miast.|Magazyn rolniczy|13:30|13:55|19|2016-07-05
Plebania|12|Ksiądz Jacek jedzie do biskupa. Po wysłuchaniu racji wikarego zwierzchnik nakazuje mu okazywać posłuszeństwo swojemu proboszczowi. Karolina ma za złe ojcu, że traktuje ją jak dziecko.|Telenowela|13:55|14:25|22|2016-07-05
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|14:25|14:30|2|2016-07-05
Dziennik regionów|0||0|14:30|14:35|0|2016-07-05
Rok w puszczy|0|Rok w puszczy to efekt podpatrywania kamerą, we wszystkich porach roku, życia Puszczy Białowieskiej, a szczególnie jej najcenniejszej połaci, chronionej przez Białowieski Park Narodowy.|Film dokumentalny|14:35|15:25|45|2016-07-05
Antenowe remanenty|0||0|15:25|15:45|0|2016-07-05
Dziennik regionów|0||0|15:45|15:55|0|2016-07-05
Reportaż|0||0|15:55|16:10|0|2016-07-05
Telezakupy|12|Magazyn reklamowy prezentujący artykuły gospodarstwa domowego, urządzenia do poprawy kondycji i zdrowia. Po zapoznaniu się z ofertą widzowie mogą telefonicznie zamówić wybrane towary.|Program reklamowy|16:10|16:25|15|2016-07-05
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|16:25|16:30|2|2016-07-05
Sto tysięcy bocianów|0||0|16:30|17:05|0|2016-07-05
Podróże z góralem|0||0|17:05|17:20|0|2016-07-05
Przechodzień codzienny|7||0|17:20|17:25|0|2016-07-05
Dziennik regionów|0||0|17:25|17:30|0|2016-07-05
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|17:30|17:35|2|2016-07-05
Telewizja ŚDM przedstawia|0||0|17:35|17:43|0|2016-07-05
Odmieniamy Małopolskę|0||0|17:43|18:05|0|2016-07-05
Na rynku pracy|12||0|18:05|18:16|0|2016-07-05
Małopolska - to lubię|12||0|18:16|18:30|0|2016-07-05
Kronika|0||0|18:30|18:50|0|2016-07-05
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|18:50|18:53|2|2016-07-05
Tematy dnia|0|Prowadzący program Sławomir Mokrzycki, Magdalena Drohomirecka i Marcin Pulit wraz z zaproszonymi do studia gośćmi komentują najważniejsze i najciekawsze tematy dnia.|Program publicystyczny|18:53|19:05|10|2016-07-05
Kontrapunkt|0||0|19:05|19:55|0|2016-07-05
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|19:55|19:57|2|2016-07-05
Raport pogodowy|0||0|19:57|20:01|0|2016-07-05
Region. Ludzie, sprawy, opinie|0||0|20:01|20:25|0|2016-07-05
Telezakupy|12|Magazyn reklamowy prezentujący artykuły gospodarstwa domowego, urządzenia do poprawy kondycji i zdrowia. Po zapoznaniu się z ofertą widzowie mogą telefonicznie zamówić wybrane towary.|Program reklamowy|20:25|20:59|15|2016-07-05
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|20:59|21:00|2|2016-07-05
Raport pogodowy|0||0|21:00|21:01|0|2016-07-05
Filmoteka Małopolska|12||0|21:01|21:25|0|2016-07-05
Małopolski Szlak Kulinarny|0||0|21:25|21:36|0|2016-07-05
Omiń korki|0||0|21:36|21:45|0|2016-07-05
Kronika|0||0|21:45|22:00|0|2016-07-05
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|22:00|22:02|2|2016-07-05
Kalejdoskop regionalny|0|Ciekawe wydarzenia z różnych dziedzin życia społeczno-ekonomicznego i kulturalnego.|Magazyn|22:02|22:15|8|2016-07-05
Dziennik regionów|0||0|22:15|22:40|0|2016-07-05
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|22:40|22:45|2|2016-07-05
Echa dnia|12||0|22:45|23:10|0|2016-07-05
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|23:10|23:15|2|2016-07-05
Telekurier|12|Program zgłębia tematy niechętnie ujawniane, takie jak korupcja, łamanie prawa, przyzwolenie na przemoc. Promuje pozytywne postawy ludzkie - walkę z patologią oraz pomoc drugiemu człowiekowi.|Cykl reportaży|23:15|23:45|23|2016-07-05
Wycinanki pana N.|0|Tematem filmu jest szeroko rozumiana cenzura, a narratorem i przewodnikiem jest nieistniejący pan N. - ograniczony, choć niepozbawiony poczucia humoru dygnitarz i cenzor.|Film dokumentalny|23:45|0:55|55|2016-07-05
Książki pod specjalnym nadzorem|7||0|0:55|1:25|0|2016-07-05
Kultowe rozmowy|12|Gośćmi programu są niezwykle wartościowi ludzie, których myśli i refleksje warte są upublicznienia. Których przeżycia warto poznać.|Rozmowa|1:25|2:00|23|2016-07-05
Dziennik regionów|0||0|2:00|2:20|0|2016-07-05
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|2:20|2:25|2|2016-07-05
Echa dnia|12||0|2:25|2:45|0|2016-07-05
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|2:45|2:55|2|2016-07-05
Telekurier|12|Program zgłębia tematy niechętnie ujawniane, takie jak korupcja, łamanie prawa, przyzwolenie na przemoc. Promuje pozytywne postawy ludzkie - walkę z patologią oraz pomoc drugiemu człowiekowi.|Cykl reportaży|2:55|3:25|23|2016-07-05
Wycinanki pana N.|0|Tematem filmu jest szeroko rozumiana cenzura, a narratorem i przewodnikiem jest nieistniejący pan N. - ograniczony, choć niepozbawiony poczucia humoru dygnitarz i cenzor.|Film dokumentalny|3:25|4:40|55|2016-07-05
Dziennik regionów|0||0|2:00|2:20|0|2016-07-04
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|2:20|2:25|2|2016-07-04
Echa dnia|12||0|2:25|2:45|0|2016-07-04
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|2:45|2:55|2|2016-07-04
Telekurier|12|Program zgłębia tematy niechętnie ujawniane, takie jak korupcja, łamanie prawa, przyzwolenie na przemoc. Promuje pozytywne postawy ludzkie - walkę z patologią oraz pomoc drugiemu człowiekowi.|Cykl reportaży|2:55|3:25|23|2016-07-04
Generał Władysław Sikorski. Tajemnica śmierci|12||0|3:25|4:40|0|2016-07-04
Psi psycholog|0|Twórcy dokumentu odwiedzają miejsca, gdzie doszło do najtrudniejszych przypadków psiej i kociej niesubordynacji. Program przedstawia, jak prawidłowo postępować z czworonożnymi ulubieńcami.|Telenowela dokumentalna|4:40|5:15|25|2016-07-04
Przechodzień codzienny|7||0|5:15|5:20|0|2016-07-04
Okazja|12|Wiesiek dostaje od przewodniczącego propozycję działalności związanej z kulturą. Ponieważ ma spore braki w wykształceniu, bierze lekcje z teorii malarstwa u awangardowego artysty.|Serial komediowy|5:20|0|24|2016-07-04
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|2:45|2:55|2|2016-07-07
Telekurier|12|Program zgłębia tematy niechętnie ujawniane, takie jak korupcja, łamanie prawa, przyzwolenie na przemoc. Promuje pozytywne postawy ludzkie - walkę z patologią oraz pomoc drugiemu człowiekowi.|Cykl reportaży|2:55|3:25|23|2016-07-07
Prawdziwy koniec zimnej wojny|7|Dokument o kulisach wstąpienia Polski do NATO. Film pokazuje, jaką faktycznie rolę odegrała w nim Polska. Rozmówcy wtajemniczają widza w opowieść o polityce, dyplomacji i jej anonimowych bohaterach.|Film dokumentalny|3:25|4:40|54|2016-07-07
Psi psycholog|0|Twórcy dokumentu odwiedzają miejsca, gdzie doszło do najtrudniejszych przypadków psiej i kociej niesubordynacji. Program przedstawia, jak prawidłowo postępować z czworonożnymi ulubieńcami.|Telenowela dokumentalna|4:40|5:10|25|2016-07-07
Przechodzień codzienny|7||0|5:10|5:20|0|2016-07-07
Okazja|12|Kasia ma randkę z adwokatem. Staszek nie posiada się z zazdrości. Kasia prosi, by wspólnie poćwiczyli zasady zachowania podczas randki. Ćwiczenia coraz bardziej zaczynają przypominać flirtowanie.|Serial komediowy|5:20|0|24|2016-07-07
Psi psycholog|0|Twórcy dokumentu odwiedzają miejsca, gdzie doszło do najtrudniejszych przypadków psiej i kociej niesubordynacji. Program przedstawia, jak prawidłowo postępować z czworonożnymi ulubieńcami.|Telenowela dokumentalna|4:40|5:10|25|2016-07-05
Przechodzień codzienny|7||0|5:10|5:20|0|2016-07-05
Okazja|12|Wiesiek kończy pięćdziesiąt lat. Współlokatorzy postanawiają upiec z tej okazji tort. Wiesiek nie może z nimi świętować rocznicy, ponieważ właśnie uczy się na pamięć bardzo ważnej mowy.|Serial komediowy|5:20|0|24|2016-07-05
Powrót do Mirandy|12||0|5:50|6:45|0|2016-07-02
Antenowe remanenty|0||0|6:45|7:05|0|2016-07-02
Rączka gotuje|12||0|7:05|0|0|2016-07-02
Naturalnie tak|0||0|7:30|7:35|0|2016-07-02
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|7:35|7:45|2|2016-07-02
U fryzjera|12|W zakładzie pojawia się atrakcyjna pracownica, Fantazja. Kicia i Laura zaczynają się martwić o posady. Dyzio dostaje pod opiekę ślimaka, który jest pupilkiem pewnej dziewczyny.|Serial komediowy|7:45|8:20|24|2016-07-02
Podróże z góralem|0||0|8:20|8:35|0|2016-07-02
Agroszansa|7|Autorzy programu na przykładach różnego typu gospodarstw pokazują jak można je zmodernizować, wyspecjalizować oraz ukierunkować, by miały lepsze perspektywy i osiągnęły sukces.|Magazyn informacyjny|8:35|8:55|9|2016-07-02
Misja: integracja|7||0|8:55|9:10|0|2016-07-02
Do zobaczenia w Krakowie|7|Cykl reportaży informujący o kolejnych etapach przygotowań do Światowych Dni Młodzieży w Krakowie w 2016 r.|Reportaż|9:10|9:25|16|2016-07-02
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|9:25|9:30|2|2016-07-02
Polska 1050|0|Autorzy cofną się do czasów Mieszka I i przedstawią sytuację w państwie Polan zaraz po chrzcie ich władcy. Odpowiedzą m.in. na pytanie, kiedy nastąpiło utworzenie pierwszego biskupstwa.|Film dokumentalny|9:30|9:55|20|2016-07-02
Fundusze europejskie - jak to działa? - flesz|0||0|9:55|10:00|0|2016-07-02
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|10:00|10:05|2|2016-07-02
Campus Misericordie|0||0|10:05|10:15|0|2016-07-02
Wiara i życie|0|Program prezentujący interesujące wydarzenia w diecezji krakowskiej. Prowadzący ks. Andrzej Baczyński stara się pokazywać również działalność charytatywną i kulturalną świeckich.|Program religijny|10:15|10:35|20|2016-07-02
Otwórzcie drzwi|0||0|10:35|10:45|0|2016-07-02
Turystyczna jazda|12||0|10:45|11:00|0|2016-07-02
Jedź bezpiecznie|12|Program prezentuje ważne tematy z zakresu bezpieczeństwa ruchu drogowego. Pokazuje niebezpieczne miejsca na małopolskich drogach. Radzi, jak zachować się w trudnych sytuacjach drogowych.|Magazyn motoryzacyjny|11:00|11:20|10|2016-07-02
Parada oszustów|12|Kraków, lata 30. W sklepie jubilerskim Floriana Winiarskiego klientka przymierza naszyjnik. Po chwili mężczyzna, który twierdzi, że jest inspektorem policji, dokonuje aresztowania.|Serial sensacyjny|11:20|12:30|52|2016-07-02
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|12:30|12:35|2|2016-07-02
Lato w regionach|7||0|12:35|12:50|0|2016-07-02
Rączka gotuje|12||0|12:50|13:20|0|2016-07-02
Lato w regionach|7||0|13:20|13:40|0|2016-07-02
Szlakiem smaków|12||0|13:40|14:35|0|2016-07-02
Antenowe remanenty|0||0|14:35|14:50|0|2016-07-02
Lato z radiem w TVP3|0||0|14:50|15:00|0|2016-07-02
Lato w regionach|7||0|15:00|15:20|0|2016-07-02
Antenowe remanenty|0||0|15:20|15:50|0|2016-07-02
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|15:50|16:00|2|2016-07-02
Szwoleżerowie|12||0|16:00|16:30|0|2016-07-02
Lato w regionach|7||0|16:30|16:45|0|2016-07-02
Europa z bliska|12||0|16:45|17:00|0|2016-07-02
Nożem i widelcem|7||0|17:00|17:15|0|2016-07-02
Lato w regionach|7||0|17:15|17:30|0|2016-07-02
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|17:30|17:35|2|2016-07-02
Wakacje z duchami|0||0|17:35|18:05|0|2016-07-02
Kalejdoskop regionalny|0|Ciekawe wydarzenia z różnych dziedzin życia społeczno-ekonomicznego i kulturalnego.|Magazyn|18:05|18:20|8|2016-07-02
Wypad w plener|0||0|18:20|18:30|0|2016-07-02
Kronika|0||0|18:30|18:49|0|2016-07-02
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|18:49|18:52|2|2016-07-02
Tematy dnia|0|Prowadzący program Sławomir Mokrzycki, Magdalena Drohomirecka i Marcin Pulit wraz z zaproszonymi do studia gośćmi komentują najważniejsze i najciekawsze tematy dnia.|Program publicystyczny|18:52|19:05|10|2016-07-02
Kronika kulturalna|0||0|19:05|19:15|0|2016-07-02
Parafia z sercem|0||0|19:15|19:35|0|2016-07-02
Kwartet - magazyn regionów Czwórki Wyszehradzkiej|0||0|19:35|19:55|0|2016-07-02
Odkryj Małopolskę na rowerze|0||0|19:55|20:05|0|2016-07-02
ŚDM - wiadomości|0||0|20:05|20:15|0|2016-07-02
Pod Tatrami|0|Program prezentujący walory turystyczne, przyrodnicze i kulturę Podhala.|Magazyn turystyczny|20:15|20:25|8|2016-07-02
Telezakupy|12|Magazyn reklamowy prezentujący artykuły gospodarstwa domowego, urządzenia do poprawy kondycji i zdrowia. Po zapoznaniu się z ofertą widzowie mogą telefonicznie zamówić wybrane towary.|Program reklamowy|20:25|20:55|15|2016-07-02
