ProgramName|ageLimit|ProgramDescription|programCategory|timeStart|timeEnd|duration|Date
Fakty - wydanie wieczorne|0|Codzienny program informacyjny przedstawiający aktualne wiadomości z Wrocławia i Dolnego Śląska.|Wiadomości|21:45|22:03|16|2016-07-06
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|22:03|22:10|2|2016-07-06
Kamera faktów|0||0|22:10|22:15|0|2016-07-06
Dziennik regionów|0||0|22:15|22:40|0|2016-07-06
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|22:40|22:45|2|2016-07-06
Echa dnia|12||0|22:45|23:10|0|2016-07-06
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|23:10|23:15|2|2016-07-06
Telekurier|12|Program zgłębia tematy niechętnie ujawniane, takie jak korupcja, łamanie prawa, przyzwolenie na przemoc. Promuje pozytywne postawy ludzkie - walkę z patologią oraz pomoc drugiemu człowiekowi.|Cykl reportaży|23:15|23:45|23|2016-07-06
Naszym okiem|12||0|23:45|0:55|0|2016-07-06
Honor inżyniera|0||0|0:55|1:25|0|2016-07-06
Kultowe rozmowy|12|Gośćmi programu są niezwykle wartościowi ludzie, których myśli i refleksje warte są upublicznienia. Których przeżycia warto poznać.|Rozmowa|1:25|2:00|23|2016-07-06
Dziennik regionów|0||0|2:00|2:20|0|2016-07-06
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|2:20|2:25|2|2016-07-06
Echa dnia|12||0|2:25|2:45|0|2016-07-06
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|2:45|2:55|2|2016-07-06
Telekurier|12|Program zgłębia tematy niechętnie ujawniane, takie jak korupcja, łamanie prawa, przyzwolenie na przemoc. Promuje pozytywne postawy ludzkie - walkę z patologią oraz pomoc drugiemu człowiekowi.|Cykl reportaży|2:55|3:25|23|2016-07-06
Naszym okiem|12||0|3:25|4:40|0|2016-07-06
Psi psycholog|0|Twórcy dokumentu odwiedzają miejsca, gdzie doszło do najtrudniejszych przypadków psiej i kociej niesubordynacji. Program przedstawia, jak prawidłowo postępować z czworonożnymi ulubieńcami.|Telenowela dokumentalna|4:40|5:10|25|2016-07-06
Przechodzień codzienny|7||0|5:10|5:20|0|2016-07-06
Okazja|12|Działalność parlamentarna Wieśka skutkuje otrzymywaniem przez niego licznych propozycji korupcyjnych. Będąc uczciwym człowiekiem, polityk wszystkie odrzuca.|Serial komediowy|5:20|0|24|2016-07-06
Powrót do Mirandy|12||0|5:50|7:05|0|2016-07-03
Rączka gotuje|12||0|7:05|7:30|0|2016-07-03
Echa tygodnia|0||0|7:30|0|0|2016-07-03
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|7:35|7:45|2|2016-07-03
U fryzjera|12|W prasie pojawia się zdjęcie poszukiwanego listem gończym przestępcy, który łudząco przypomina Grzegorza. Za pomoc w schwytaniu bandyty przewidziana jest nagroda.|Serial komediowy|7:45|8:20|24|2016-07-03
Powrót do Mirandy|12||0|8:20|9:30|0|2016-07-03
Mój pies i inne zwierzaki|0|Magazyn dla właścicieli i miłośników zwierząt.|Magazyn poradnikowy|9:30|9:40|10|2016-07-03
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|9:40|9:45|2|2016-07-03
Lato w regionach|7||0|9:45|10:00|0|2016-07-03
Kierunek Wrocław|0||0|10:00|10:53|0|2016-07-03
Teraz wieś|0|Program porusza tematy związane z pracą i życiem mieszkańców wsi. Gośćmi są znawcy zagadnień rolnych, specjaliści w wielu dziedzinach gospodarki rolnej i przedstawiciele organizacji rolniczych.|Magazyn rolniczy|10:53|11:15|28|2016-07-03
Czytanie Puszczy|12|Bohaterem jest Todar - Zmicier Wajciuszkiewicz, jeden z artystów Białorusi; artysta zakazany w swoim kraju za związki z opozycją. Występował na koncertach dla ratowania Puszczy Białowieskiej.|Program krajoznawczy|11:15|11:50|23|2016-07-03
Lato w regionach|7||0|11:50|12:10|0|2016-07-03
Szwoleżerowie|12||0|12:10|12:35|0|2016-07-03
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|12:35|12:40|2|2016-07-03
Lato w regionach|7||0|12:40|12:50|0|2016-07-03
Nożem i widelcem|7||0|12:50|13:15|0|2016-07-03
Eko-Dir Włókniarz Częstochowa - Batad Leasing Stal Rzeszów|0||0|13:15|13:30|0|2016-07-03
Eko-Dir Włókniarz Częstochowa - Batad Leasing Stal Rzeszów|0||0|13:30|14:25|0|2016-07-03
Eko-Dir Włókniarz Częstochowa - Batad Leasing Stal Rzeszów|0||0|14:25|14:35|0|2016-07-03
Eko-Dir Włókniarz Częstochowa - Batad Leasing Stal Rzeszów|0||0|14:35|15:35|0|2016-07-03
Eko-Dir Włókniarz Częstochowa - Batad Leasing Stal Rzeszów|0||0|15:35|15:45|0|2016-07-03
Echa tygodnia|0||0|15:45|15:50|0|2016-07-03
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|15:50|16:00|2|2016-07-03
Było, nie minęło - kronika zwiadowców historii|7|Program prezentuje wydarzenia z historii Polski. Skierowany do młodego widza, eksploatuje najciekawszą stronę poszukiwań historycznych, porusza się w obszarze mało znanych tematów.|Program historyczny|16:00|16:40|23|2016-07-03
Antenowe remanenty|0||0|16:40|17:30|0|2016-07-03
Zrób to ze smakiem|0||0|17:30|18:02|0|2016-07-03
Mój pierwszy dzień|7||0|18:02|18:30|0|2016-07-03
Fakty - wydanie główne|0|Codzienny program informacyjny przedstawiający aktualne wiadomości z Wrocławia i Dolnego Śląska.|Wiadomości|18:30|18:45|16|2016-07-03
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|18:45|18:55|2|2016-07-03
Koncert|0||0|18:55|20:37|0|2016-07-03
Wrocław pełen kultury|0||0|20:37|20:52|0|2016-07-03
Kierunek Wrocław|0||0|20:52|21:45|0|2016-07-03
Fakty - wydanie wieczorne|0|Codzienny program informacyjny przedstawiający aktualne wiadomości z Wrocławia i Dolnego Śląska.|Wiadomości|21:45|21:59|16|2016-07-03
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|21:59|22:09|2|2016-07-03
Polska z Miodkiem|0|Gawędy profesora Jana Miodka dotyczące etymologii nazw najważniejszych polskich rzek, miast i krain geograficznych.|Program edukacyjny|22:09|22:15|4|2016-07-03
Dziennik regionów|0||0|22:15|22:40|0|2016-07-03
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|22:40|22:45|2|2016-07-03
Echa tygodnia|0||0|22:45|22:50|0|2016-07-03
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|22:50|22:55|2|2016-07-03
Powrót do Mirandy|12||0|22:55|0:05|0|2016-07-03
Rączka gotuje|12||0|0:05|0:40|0|2016-07-03
U fryzjera|12|W prasie pojawia się zdjęcie poszukiwanego listem gończym przestępcy, który łudząco przypomina Grzegorza. Za pomoc w schwytaniu bandyty przewidziana jest nagroda.|Serial komediowy|0:40|1:10|24|2016-07-03
Dziennik regionów|0||0|1:10|1:30|0|2016-07-03
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|1:30|1:35|2|2016-07-03
Echa tygodnia|0||0|1:35|1:40|0|2016-07-03
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|1:40|1:50|2|2016-07-03
Szlakiem smaków|12||0|1:50|3:00|0|2016-07-03
Było, nie minęło - kronika zwiadowców historii|7|Program prezentuje wydarzenia z historii Polski. Skierowany do młodego widza, eksploatuje najciekawszą stronę poszukiwań historycznych, porusza się w obszarze mało znanych tematów.|Program historyczny|3:00|3:35|23|2016-07-03
Pianobus Tomka Stroynowskiego|0|Muzyczno-podróżnicza audycja edukacyjna, której gospodarz - pianista i kompozytor Tomasz Stroynowski - prezentuje ciekawostki z poszczególnych regionów Polski.|Program edukacyjny|3:35|4:35|28|2016-07-03
Antenowe remanenty|0||0|4:35|4:55|0|2016-07-03
Szwoleżerowie|12||0|4:55|5:35|0|2016-07-03
Czytanie Puszczy|12|Bohaterem jest Todar - Zmicier Wajciuszkiewicz, jeden z artystów Białorusi; artysta zakazany w swoim kraju za związki z opozycją. Występował na koncertach dla ratowania Puszczy Białowieskiej.|Program krajoznawczy|5:35|0|23|2016-07-03
Czytanie Puszczy|12|Bohaterem jest Todar - Zmicier Wajciuszkiewicz, jeden z artystów Białorusi; artysta zakazany w swoim kraju za związki z opozycją. Występował na koncertach dla ratowania Puszczy Białowieskiej.|Program krajoznawczy|6:00|6:30|23|2016-07-01
Plebania|12|Krystyna załatwia dla Julki zaproszenie na bal przebierańców. Dziewczynka nie jest z tego zadowolona. Gdy Marek chce jej kupić strój na bal, Julka wykrzykuje mu w twarz, że nie można jej przekupić.|Telenowela|6:30|8:15|22|2016-07-01
Co niesie dzień|0|Autorzy programu prezentują najaktualniejsze i najciekawsze informacje ze wszystkich regionów kraju oraz zapowiedzi najważniejszych wydarzeń, które odbędą się w ciągu dnia.|Magazyn|8:15|0|21|2016-07-01
Telekurier|12|Program zgłębia tematy niechętnie ujawniane, takie jak korupcja, łamanie prawa, przyzwolenie na przemoc. Promuje pozytywne postawy ludzkie - walkę z patologią oraz pomoc drugiemu człowiekowi.|Cykl reportaży|8:45|9:15|23|2016-07-01
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|9:15|9:20|2|2016-07-01
Jedź bezpiecznie|12|Program prezentuje ważne tematy z zakresu bezpieczeństwa ruchu drogowego. Pokazuje niebezpieczne miejsca na małopolskich drogach. Radzi, jak zachować się w trudnych sytuacjach drogowych.|Magazyn motoryzacyjny|9:20|9:35|10|2016-07-01
1200 muzeów|0||0|9:35|10:05|0|2016-07-01
Co niesie dzień|0|Autorzy programu prezentują najaktualniejsze i najciekawsze informacje ze wszystkich regionów kraju oraz zapowiedzi najważniejszych wydarzeń, które odbędą się w ciągu dnia.|Magazyn|10:05|10:35|21|2016-07-01
Psi psycholog|0|Twórcy dokumentu odwiedzają miejsca, gdzie doszło do najtrudniejszych przypadków psiej i kociej niesubordynacji. Program przedstawia, jak prawidłowo postępować z czworonożnymi ulubieńcami.|Telenowela dokumentalna|10:35|11:05|25|2016-07-01
Przechodzień codzienny|7||0|11:05|11:15|0|2016-07-01
Sprawa dla reportera|12||0|11:15|12:00|0|2016-07-01
Nożem i widelcem|7||0|12:00|12:15|0|2016-07-01
Okazja|12|Kasia poznaje nowego chłopaka. Hela jest o niego zazdrosna. Staszek ją wyśmiewa. Nie rozumie, jak można odczuwać zazdrość. Zmienia zdanie, gdy sam poznaje nowego chłopaka Kaśki.|Serial komediowy|12:15|12:45|24|2016-07-01
Antenowe remanenty|0||0|12:45|13:00|0|2016-07-01
Telezakupy|12|Magazyn reklamowy prezentujący artykuły gospodarstwa domowego, urządzenia do poprawy kondycji i zdrowia. Po zapoznaniu się z ofertą widzowie mogą telefonicznie zamówić wybrane towary.|Program reklamowy|13:00|13:20|15|2016-07-01
Dziennik regionów|0||0|13:20|13:25|0|2016-07-01
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|13:25|13:30|2|2016-07-01
Agrobiznes|0|Dziennik informacyjny przeznaczony głównie dla biznesmenów pracujących w otoczeniu rolnictwa, rolników, handlowców, ale także dla mieszkańców miast.|Magazyn rolniczy|13:30|13:55|19|2016-07-01
Plebania|12|Grzybowa widziała Krystynę z Markiem i dziewczynkami. Uważa, że kobieta szuka sobie kolejnego męża. Józefina ją zbywa. Kasia i Julka wybierają w Hrubielowie stroje na bal przebierańców.|Telenowela|13:55|14:25|22|2016-07-01
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|14:25|14:30|2|2016-07-01
Dziennik regionów|0||0|14:30|14:35|0|2016-07-01
Lato w regionach|7||0|14:35|14:50|0|2016-07-01
Czytanie Puszczy|12|Bohaterem jest Todar - Zmicier Wajciuszkiewicz, jeden z artystów Białorusi; artysta zakazany w swoim kraju za związki z opozycją. Występował na koncertach dla ratowania Puszczy Białowieskiej.|Program krajoznawczy|14:50|15:15|23|2016-07-01
Agroszansa|7|Autorzy programu na przykładach różnego typu gospodarstw pokazują jak można je zmodernizować, wyspecjalizować oraz ukierunkować, by miały lepsze perspektywy i osiągnęły sukces.|Magazyn informacyjny|15:15|15:35|9|2016-07-01
Lato w regionach|7||0|15:35|15:45|0|2016-07-01
Dziennik regionów|0||0|15:45|15:55|0|2016-07-01
Reportaż|0||0|15:55|16:10|0|2016-07-01
Telezakupy|12|Magazyn reklamowy prezentujący artykuły gospodarstwa domowego, urządzenia do poprawy kondycji i zdrowia. Po zapoznaniu się z ofertą widzowie mogą telefonicznie zamówić wybrane towary.|Program reklamowy|16:10|16:25|15|2016-07-01
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|16:25|16:30|2|2016-07-01
Lato w regionach|7||0|16:30|16:50|0|2016-07-01
Wiatr od morza|0||0|16:50|17:05|0|2016-07-01
Reportaż|0||0|17:05|17:20|0|2016-07-01
Przechodzień codzienny|7||0|17:20|17:25|0|2016-07-01
Dziennik regionów|0||0|17:25|22:15|0|2016-07-01
Dziennik regionów|0||0|22:15|22:40|0|2016-07-01
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|22:40|22:45|2|2016-07-01
Antenowe remanenty|0||0|22:45|22:50|0|2016-07-01
Echa dnia|12||0|22:50|23:10|0|2016-07-01
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|23:10|23:15|2|2016-07-01
Telekurier|12|Program zgłębia tematy niechętnie ujawniane, takie jak korupcja, łamanie prawa, przyzwolenie na przemoc. Promuje pozytywne postawy ludzkie - walkę z patologią oraz pomoc drugiemu człowiekowi.|Cykl reportaży|23:15|23:45|23|2016-07-01
Telewizja nocą|12||0|23:45|0:55|0|2016-07-01
1200 muzeów|0||0|0:55|1:25|0|2016-07-01
Czytanie Puszczy|12|Bohaterem jest Todar - Zmicier Wajciuszkiewicz, jeden z artystów Białorusi; artysta zakazany w swoim kraju za związki z opozycją. Występował na koncertach dla ratowania Puszczy Białowieskiej.|Program krajoznawczy|1:25|2:00|23|2016-07-01
Dziennik regionów|0||0|2:00|2:20|0|2016-07-01
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|2:20|2:25|2|2016-07-01
Antenowe remanenty|0||0|2:25|2:30|0|2016-07-01
Echa dnia|12||0|2:30|2:45|0|2016-07-01
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|2:45|2:55|2|2016-07-01
Telekurier|12|Program zgłębia tematy niechętnie ujawniane, takie jak korupcja, łamanie prawa, przyzwolenie na przemoc. Promuje pozytywne postawy ludzkie - walkę z patologią oraz pomoc drugiemu człowiekowi.|Cykl reportaży|2:55|3:25|23|2016-07-01
Telewizja nocą|12||0|3:25|4:40|0|2016-07-01
Psi psycholog|0|Twórcy dokumentu odwiedzają miejsca, gdzie doszło do najtrudniejszych przypadków psiej i kociej niesubordynacji. Program przedstawia, jak prawidłowo postępować z czworonożnymi ulubieńcami.|Telenowela dokumentalna|4:40|5:10|25|2016-07-01
Przechodzień codzienny|7||0|5:10|5:20|0|2016-07-01
Okazja|12|Kasia poznaje nowego chłopaka. Hela jest o niego zazdrosna. Staszek ją wyśmiewa. Nie rozumie, jak można odczuwać zazdrość. Zmienia zdanie, gdy sam poznaje nowego chłopaka Kaśki.|Serial komediowy|5:20|5:50|24|2016-07-01
Powrót do Mirandy|12||0|5:50|0|0|2016-07-01
Ścieżką przez las|0||0|6:00|6:30|0|2016-07-04
Plebania|12|Grzybowa widziała Krystynę z Markiem i dziewczynkami. Uważa, że kobieta szuka sobie kolejnego męża. Józefina ją zbywa. Kasia i Julka wybierają w Hrubielowie stroje na bal przebierańców.|Telenowela|6:30|7:00|22|2016-07-04
Film dokumentalny|0||0|7:00|0|0|2016-07-04
Co niesie dzień|0|Autorzy programu prezentują najaktualniejsze i najciekawsze informacje ze wszystkich regionów kraju oraz zapowiedzi najważniejszych wydarzeń, które odbędą się w ciągu dnia.|Magazyn|8:15|8:45|21|2016-07-04
Telekurier|12|Program zgłębia tematy niechętnie ujawniane, takie jak korupcja, łamanie prawa, przyzwolenie na przemoc. Promuje pozytywne postawy ludzkie - walkę z patologią oraz pomoc drugiemu człowiekowi.|Cykl reportaży|8:45|9:10|23|2016-07-04
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|9:10|9:15|2|2016-07-04
Misja: integracja|7||0|9:15|9:35|0|2016-07-04
Było, nie minęło - kronika zwiadowców historii|7|Program prezentuje wydarzenia z historii Polski. Skierowany do młodego widza, eksploatuje najciekawszą stronę poszukiwań historycznych, porusza się w obszarze mało znanych tematów.|Program historyczny|9:35|10:05|23|2016-07-04
Co niesie dzień|0|Autorzy programu prezentują najaktualniejsze i najciekawsze informacje ze wszystkich regionów kraju oraz zapowiedzi najważniejszych wydarzeń, które odbędą się w ciągu dnia.|Magazyn|10:05|10:35|21|2016-07-04
Psi psycholog|0|Twórcy dokumentu odwiedzają miejsca, gdzie doszło do najtrudniejszych przypadków psiej i kociej niesubordynacji. Program przedstawia, jak prawidłowo postępować z czworonożnymi ulubieńcami.|Telenowela dokumentalna|10:35|11:05|25|2016-07-04
Przechodzień codzienny|7||0|11:05|11:15|0|2016-07-04
Jak to działa?|0|Drukarki trafiły do domów użytkowników wraz z komputerami. Kiedy technika drukowania obrazów została opanowana, przyszedł czas na drukowanie w trójwymiarze.|Program popularnonaukowy|11:15|11:45|24|2016-07-04
Kultowe rozmowy|12|Gośćmi programu są niezwykle wartościowi ludzie, których myśli i refleksje warte są upublicznienia. Których przeżycia warto poznać.|Rozmowa|11:45|12:15|23|2016-07-04
Okazja|12|Wiesiek dostaje od przewodniczącego propozycję działalności związanej z kulturą. Ponieważ ma spore braki w wykształceniu, bierze lekcje z teorii malarstwa u awangardowego artysty.|Serial komediowy|12:15|12:50|24|2016-07-04
Echa tygodnia|0||0|12:50|13:00|0|2016-07-04
Telezakupy|12|Magazyn reklamowy prezentujący artykuły gospodarstwa domowego, urządzenia do poprawy kondycji i zdrowia. Po zapoznaniu się z ofertą widzowie mogą telefonicznie zamówić wybrane towary.|Program reklamowy|13:00|13:20|15|2016-07-04
Dziennik regionów|0||0|13:20|13:25|0|2016-07-04
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|13:25|13:30|2|2016-07-04
Agrobiznes|0|Dziennik informacyjny przeznaczony głównie dla biznesmenów pracujących w otoczeniu rolnictwa, rolników, handlowców, ale także dla mieszkańców miast.|Magazyn rolniczy|13:30|13:55|19|2016-07-04
Plebania|12|Krystyna żałuje, że umówiła się z wójtem. Zrobiła to na złość Markowi. Wójt przynosi jej kwiaty, oczekując od niej więcej niż tylko spotkania biznesowego. Kobieta próbuje się wykręcić.|Telenowela|13:55|14:25|22|2016-07-04
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|14:25|14:30|2|2016-07-04
Dziennik regionów|0||0|14:30|14:35|0|2016-07-04
Tatrzański Park Narodowy|0|Film jest monografią Tatr i Tatrzańskiego Parku Narodowego. Bohaterami są zwierzęta: niedźwiedzica, jej młode, świstaki, kozice i wilki oraz dzika przyroda ukazana podczas czterech pór roku.|Film dokumentalny|14:35|15:45|50|2016-07-04
Dziennik regionów|0||0|15:45|15:55|0|2016-07-04
Reportaż|0||0|15:55|16:10|0|2016-07-04
Telezakupy|12|Magazyn reklamowy prezentujący artykuły gospodarstwa domowego, urządzenia do poprawy kondycji i zdrowia. Po zapoznaniu się z ofertą widzowie mogą telefonicznie zamówić wybrane towary.|Program reklamowy|16:10|16:25|15|2016-07-04
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|16:25|16:30|2|2016-07-04
Ścieżką przez las|0||0|16:30|17:05|0|2016-07-04
Odkrywanie Jury|0||0|17:05|17:20|0|2016-07-04
Przechodzień codzienny|7||0|17:20|17:25|0|2016-07-04
Dziennik regionów|0||0|17:25|17:30|0|2016-07-04
Prosto z lasu|0|Program poświęcony szeroko pojętej idei ochrony środowiska ze szczególnym uwzględnieniem roli Państwowego Gospodarstwa Leśnego Lasy Państwowe.|Program edukacyjny|17:30|17:46|13|2016-07-04
Rodzina Rozsądnych|0||0|17:46|18:02|0|2016-07-04
Film dokumentalny|0||0|18:02|18:30|0|2016-07-04
Fakty - wydanie główne|0|Codzienny program informacyjny przedstawiający aktualne wiadomości z Wrocławia i Dolnego Śląska.|Wiadomości|18:30|18:49|16|2016-07-04
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|18:49|18:53|2|2016-07-04
Kierunek Wrocław|0||0|18:53|20:14|0|2016-07-04
Polska z Miodkiem|0|Gawędy profesora Jana Miodka dotyczące etymologii nazw najważniejszych polskich rzek, miast i krain geograficznych.|Program edukacyjny|20:14|20:21|4|2016-07-04
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|20:21|20:25|2|2016-07-04
Kamera faktów|0||0|20:25|20:29|0|2016-07-04
Zrób to ze smakiem|0||0|20:29|21:00|0|2016-07-04
Motosfera|7|W programie nowości i ciekawostki dotyczące motoryzacji, nietuzinkowe pojazdy, przepisy, felietony i wyczynowe maszyny.|Magazyn motoryzacyjny|21:00|21:15|13|2016-07-04
Mieszkam na wsi|0|Program poświęcony szeroko pojętej idei ochrony środowiska ze szczególnym uwzględnieniem roli Państwowego Gospodarstwa Leśnego Lasy Państwowe.|Magazyn|21:15|21:29|13|2016-07-04
Prosto z lasu|0|Program poświęcony szeroko pojętej idei ochrony środowiska ze szczególnym uwzględnieniem roli Państwowego Gospodarstwa Leśnego Lasy Państwowe.|Program edukacyjny|21:29|21:45|13|2016-07-04
Fakty - wydanie wieczorne|0|Codzienny program informacyjny przedstawiający aktualne wiadomości z Wrocławia i Dolnego Śląska.|Wiadomości|21:45|22:03|16|2016-07-04
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|22:03|22:10|2|2016-07-04
Kamera faktów|0||0|22:10|22:15|0|2016-07-04
Dziennik regionów|0||0|22:15|22:40|0|2016-07-04
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|22:40|22:45|2|2016-07-04
Echa dnia|12||0|22:45|23:10|0|2016-07-04
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|23:10|23:15|2|2016-07-04
Telekurier|12|Program zgłębia tematy niechętnie ujawniane, takie jak korupcja, łamanie prawa, przyzwolenie na przemoc. Promuje pozytywne postawy ludzkie - walkę z patologią oraz pomoc drugiemu człowiekowi.|Cykl reportaży|23:15|23:45|23|2016-07-04
Generał Władysław Sikorski. Tajemnica śmierci|12||0|23:45|0:55|0|2016-07-04
Było, nie minęło - kronika zwiadowców historii|7|Program prezentuje wydarzenia z historii Polski. Skierowany do młodego widza, eksploatuje najciekawszą stronę poszukiwań historycznych, porusza się w obszarze mało znanych tematów.|Program historyczny|0:55|1:25|23|2016-07-04
Kultowe rozmowy|12|Gośćmi programu są niezwykle wartościowi ludzie, których myśli i refleksje warte są upublicznienia. Których przeżycia warto poznać.|Rozmowa|1:25|2:00|23|2016-07-04
Dziennik regionów|0||0|2:00|2:20|0|2016-07-04
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|2:20|2:25|2|2016-07-04
Echa dnia|12||0|2:25|2:45|0|2016-07-04
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|2:45|2:55|2|2016-07-04
Telekurier|12|Program zgłębia tematy niechętnie ujawniane, takie jak korupcja, łamanie prawa, przyzwolenie na przemoc. Promuje pozytywne postawy ludzkie - walkę z patologią oraz pomoc drugiemu człowiekowi.|Cykl reportaży|2:55|3:25|23|2016-07-04
Generał Władysław Sikorski. Tajemnica śmierci|12||0|3:25|4:40|0|2016-07-04
Psi psycholog|0|Twórcy dokumentu odwiedzają miejsca, gdzie doszło do najtrudniejszych przypadków psiej i kociej niesubordynacji. Program przedstawia, jak prawidłowo postępować z czworonożnymi ulubieńcami.|Telenowela dokumentalna|4:40|5:15|25|2016-07-04
Przechodzień codzienny|7||0|5:15|5:20|0|2016-07-04
Okazja|12|Wiesiek dostaje od przewodniczącego propozycję działalności związanej z kulturą. Ponieważ ma spore braki w wykształceniu, bierze lekcje z teorii malarstwa u awangardowego artysty.|Serial komediowy|5:20|0|24|2016-07-04
Powrót do Mirandy|12||0|5:50|6:45|0|2016-07-02
Antenowe remanenty|0||0|6:45|7:05|0|2016-07-02
Rączka gotuje|12||0|7:05|0|0|2016-07-02
Naturalnie tak|0||0|7:30|7:35|0|2016-07-02
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|7:35|7:45|2|2016-07-02
U fryzjera|12|W zakładzie pojawia się atrakcyjna pracownica, Fantazja. Kicia i Laura zaczynają się martwić o posady. Dyzio dostaje pod opiekę ślimaka, który jest pupilkiem pewnej dziewczyny.|Serial komediowy|7:45|8:20|24|2016-07-02
Podróże z góralem|0||0|8:20|8:35|0|2016-07-02
Agroszansa|7|Autorzy programu na przykładach różnego typu gospodarstw pokazują jak można je zmodernizować, wyspecjalizować oraz ukierunkować, by miały lepsze perspektywy i osiągnęły sukces.|Magazyn informacyjny|8:35|8:55|9|2016-07-02
Misja: integracja|7||0|8:55|9:10|0|2016-07-02
Do zobaczenia w Krakowie|7|Cykl reportaży informujący o kolejnych etapach przygotowań do Światowych Dni Młodzieży w Krakowie w 2016 r.|Reportaż|9:10|9:25|16|2016-07-02
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|9:25|9:30|2|2016-07-02
Polska 1050|0|Autorzy cofną się do czasów Mieszka I i przedstawią sytuację w państwie Polan zaraz po chrzcie ich władcy. Odpowiedzą m.in. na pytanie, kiedy nastąpiło utworzenie pierwszego biskupstwa.|Film dokumentalny|9:30|9:55|20|2016-07-02
Fundusze europejskie - jak to działa? - flesz|0||0|9:55|10:00|0|2016-07-02
Errata do biografii|12||0|10:00|10:30|0|2016-07-02
Zrób to ze smakiem|0||0|10:30|11:01|0|2016-07-02
Prosto z lasu|0|Program poświęcony szeroko pojętej idei ochrony środowiska ze szczególnym uwzględnieniem roli Państwowego Gospodarstwa Leśnego Lasy Państwowe.|Program edukacyjny|11:01|11:20|13|2016-07-02
Parada oszustów|12|Kraków, lata 30. W sklepie jubilerskim Floriana Winiarskiego klientka przymierza naszyjnik. Po chwili mężczyzna, który twierdzi, że jest inspektorem policji, dokonuje aresztowania.|Serial sensacyjny|11:20|12:30|40|2016-07-02
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|12:30|12:35|2|2016-07-02
Lato w regionach|7||0|12:35|12:50|0|2016-07-02
Rączka gotuje|12||0|12:50|13:20|0|2016-07-02
Lato w regionach|7||0|13:20|13:40|0|2016-07-02
Szlakiem smaków|12||0|13:40|14:35|0|2016-07-02
Antenowe remanenty|0||0|14:35|14:50|0|2016-07-02
Lato z radiem w TVP3|0||0|14:50|15:00|0|2016-07-02
Lato w regionach|7||0|15:00|15:20|0|2016-07-02
Antenowe remanenty|0||0|15:20|15:50|0|2016-07-02
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|15:50|16:00|2|2016-07-02
Szwoleżerowie|12||0|16:00|16:30|0|2016-07-02
Lato w regionach|7||0|16:30|16:45|0|2016-07-02
Europa z bliska|12||0|16:45|17:00|0|2016-07-02
Nożem i widelcem|7||0|17:00|17:15|0|2016-07-02
Lato w regionach|7||0|17:15|17:30|0|2016-07-02
Wrocław się!|0||0|17:30|18:01|0|2016-07-02
Wrocław pełen kultury|0||0|18:01|18:14|0|2016-07-02
